CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
549391119,12/30/2015,02:15:00,12/30/2015,02:30:00,12/30/2015,359,OFFENSES AGAINST PUBLIC ADMINI,759,"PUBLIC ADMINISTATION,UNCLASS M",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,,STREET,,,1019226,245264,40.839807245,-73.873597038,"(40.839807245, -73.873597038)"
854629087,12/30/2015,02:05:00,12/30/2015,02:05:00,12/30/2015,126,MISCELLANEOUS PENAL LAW,199,AGGRAVATED CRIMINAL CONTEMPT,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,1046693,191875,40.693117259,-73.774826717,"(40.693117259, -73.774826717)"
792157917,12/30/2015,02:05:00,12/30/2015,02:05:00,12/30/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,BAR/NIGHT CLUB,,,987979,211939,40.748407601,-73.986543214,"(40.748407601, -73.986543214)"
443972356,12/30/2015,02:00:00,12/30/2015,02:10:00,12/30/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE - APT. HOUSE,,,1008759,239470,40.823939637,-73.911446258,"(40.823939637, -73.911446258)"
573515112,12/30/2015,02:00:00,12/30/2015,07:00:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,90,INSIDE,RESIDENCE - PUBLIC HOUSING,,BORINQUEN PLAZA II,1000565,196256,40.705347323,-73.941157446,"(40.705347323, -73.941157446)"
909865856,12/30/2015,02:00:00,12/30/2015,08:00:00,12/30/2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,114,FRONT OF,STREET,,,1010153,217453,40.763504971,-73.906494416,"(40.763504971, -73.906494416)"
871349428,12/30/2015,02:00:00,12/30/2015,08:50:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,,STREET,,,989492,165555,40.621093352,-73.981118765,"(40.621093352, -73.981118765)"
221889806,12/30/2015,02:00:00,12/30/2015,02:10:00,12/30/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,996910,171818,40.638276473,-73.954385981,"(40.638276473, -73.954385981)"
765847792,12/30/2015,02:00:00,12/30/2015,08:30:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,,STREET,,,989492,165555,40.621093352,-73.981118765,"(40.621093352, -73.981118765)"
411457753,12/30/2015,02:00:00,12/30/2015,08:30:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,,STREET,,,989492,165555,40.621093352,-73.981118765,"(40.621093352, -73.981118765)"
902355558,12/30/2015,02:00:00,12/30/2015,02:05:00,12/30/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,MILL BROOK,1006288,232919,40.805965489,-73.920395906,"(40.805965489, -73.920395906)"
552310339,12/30/2015,02:00:00,12/30/2015,02:05:00,12/30/2015,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,MILL BROOK,,,,,
568170576,12/30/2015,02:00:00,12/30/2015,14:45:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,,STREET,,,989492,165555,40.621093352,-73.981118765,"(40.621093352, -73.981118765)"
191646430,12/30/2015,02:00:00,,,12/30/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,989000,206097,40.732372271,-73.982862475,"(40.732372271, -73.982862475)"
299982102,12/30/2015,02:00:00,12/30/2015,14:00:00,12/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,66,,STREET,,,989492,165555,40.621093352,-73.981118765,"(40.621093352, -73.981118765)"
512807626,12/30/2015,02:00:00,12/30/2015,02:10:00,12/30/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,STATEN ISLAND,120,FRONT OF,RESIDENCE - PUBLIC HOUSING,,RICHMOND TERRACE,960040,174187,40.644754824,-74.087241385,"(40.644754824, -74.087241385)"
139969958,12/30/2015,02:00:00,12/30/2015,12:00:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,76,FRONT OF,RESTAURANT/DINER,,,983604,188549,40.684208406,-74.002330662,"(40.684208406, -74.002330662)"
135301920,12/30/2015,02:00:00,12/30/2015,02:30:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESIDENCE - APT. HOUSE,,,988600,218831,40.7673241,-73.984297521,"(40.7673241, -73.984297521)"
898165325,12/30/2015,01:58:00,12/30/2015,02:08:00,12/30/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BROOKLYN,60,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,984147,150278,40.579162625,-74.000372232,"(40.579162625, -74.000372232)"
340077491,12/30/2015,01:55:00,12/30/2015,12:20:00,12/30/2015,107,BURGLARY,231,"BURGLARY,TRUCK DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81,FRONT OF,OTHER,,,1001180,192508,40.695058784,-73.938948721,"(40.695058784, -73.938948721)"
669380235,12/30/2015,01:53:00,12/30/2015,07:40:00,12/30/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,,STREET,,,990755,165887,40.622003785,-73.97656888,"(40.622003785, -73.97656888)"
405714334,12/30/2015,01:50:00,12/30/2015,02:00:00,12/30/2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,,STREET,,,983551,208788,40.73975965,-74.002523863,"(40.73975965, -74.002523863)"
767373563,12/30/2015,01:40:00,12/30/2015,01:45:00,12/30/2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,FRONT OF,STREET,,,981869,199852,40.71523221,-74.008590373,"(40.71523221, -74.008590373)"
940032132,12/30/2015,01:40:00,12/30/2015,01:45:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE - APT. HOUSE,,,1007955,240026,40.825467893,-73.91434928,"(40.825467893, -73.91434928)"
207435306,12/30/2015,01:40:00,12/30/2015,01:50:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,RESIDENCE-HOUSE,,,1020536,186849,40.679467948,-73.869177943,"(40.679467948, -73.869177943)"
715439811,12/30/2015,01:39:00,12/30/2015,01:40:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,RESIDENCE - APT. HOUSE,,,1014351,186040,40.677270619,-73.891480581,"(40.677270619, -73.891480581)"
776406273,12/30/2015,01:35:00,12/30/2015,01:42:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,987608,215185,40.757317199,-73.98788056,"(40.757317199, -73.98788056)"
600166757,12/30/2015,01:35:00,12/30/2015,01:45:00,12/30/2015,109,GRAND LARCENY,415,"LARCENY,GRAND FROM PERSON,PICK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,MARINA/PIER,,,985362,218960,40.767679172,-73.995986999,"(40.767679172, -73.995986999)"
741667576,12/30/2015,01:30:00,12/30/2015,01:33:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,INSIDE,RESIDENCE-HOUSE,,,918425,126983,40.514978102,-74.236739465,"(40.514978102, -74.236739465)"
374655734,12/30/2015,01:30:00,12/30/2015,01:40:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,COMMERCIAL BUILDING,,,997285,222086,40.776249687,-73.952937509,"(40.776249687, -73.952937509)"
681490473,12/30/2015,01:30:00,12/30/2015,11:30:00,12/30/2015,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,,STREET,,,992073,171964,40.638682804,-73.971814087,"(40.638682804, -73.971814087)"
464629663,12/30/2015,01:30:00,12/30/2015,01:40:00,12/30/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,102,FRONT OF,STREET,,,1027393,192585,40.695181168,-73.84441942,"(40.695181168, -73.84441942)"
153019227,12/30/2015,01:30:00,12/30/2015,04:00:00,12/30/2015,126,MISCELLANEOUS PENAL LAW,117,RECKLESS ENDANGERMENT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,BAR/NIGHT CLUB,,,985052,203923,40.72640641,-73.997107926,"(40.72640641, -73.997107926)"
755356790,12/30/2015,01:30:00,12/30/2015,01:50:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1025580,236918,40.816872438,-73.850684927,"(40.816872438, -73.850684927)"
787305349,12/30/2015,01:30:00,12/30/2015,01:35:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,63,INSIDE,RESIDENCE - PUBLIC HOUSING,,GLENWOOD,1006640,170333,40.634181214,-73.919332595,"(40.634181214, -73.919332595)"
735782625,12/30/2015,01:25:00,12/30/2015,10:40:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,,,1014351,186040,40.677270619,-73.891480581,"(40.677270619, -73.891480581)"
702181118,12/30/2015,01:21:00,12/30/2015,01:25:00,12/30/2015,348,VEHICLE AND TRAFFIC LAWS,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,PORT AUTHORITY,QUEENS,113,,AIRPORT TERMINAL,,,1046315,187088,40.679980738,-73.776233907,"(40.679980738, -73.776233907)"
241162373,12/30/2015,01:20:00,,,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1010585,242785,40.833033106,-73.9048356,"(40.833033106, -73.9048356)"
551336152,12/30/2015,01:15:00,12/30/2015,01:45:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,STREET,,,984649,204461,40.727883116,-73.998561871,"(40.727883116, -73.998561871)"
903276024,12/30/2015,01:10:00,,,12/30/2015,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,,HIGHWAY/PARKWAY,,,928850,143512,40.560418209,-74.199381653,"(40.560418209, -74.199381653)"
455080371,12/30/2015,01:05:00,12/30/2015,01:13:00,12/30/2015,117,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,FRONT OF,RESIDENCE - PUBLIC HOUSING,,BUTLER,1009580,243263,40.834348017,-73.908465527,"(40.834348017, -73.908465527)"
350479349,12/30/2015,01:00:00,12/30/2015,01:05:00,12/30/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,14,,STREET,,,987500,212212,40.749157106,-73.988271828,"(40.749157106, -73.988271828)"
303247059,12/30/2015,01:00:00,12/30/2015,01:11:00,12/30/2015,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81,FRONT OF,STREET,,,1002600,188628,40.684406248,-73.933838507,"(40.684406248, -73.933838507)"
361813337,12/30/2015,01:00:00,,,12/30/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,9,INSIDE,RESIDENCE - PUBLIC HOUSING,,WALD,990311,201886,40.720813298,-73.978135911,"(40.720813298, -73.978135911)"
168288402,12/30/2015,01:00:00,12/30/2015,04:00:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,90,INSIDE,RESIDENCE - PUBLIC HOUSING,,BORINQUEN PLAZA II,1000565,196256,40.705347323,-73.941157446,"(40.705347323, -73.941157446)"
247674624,12/30/2015,01:00:00,12/30/2015,09:10:00,12/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,66,,STREET,,,990755,165887,40.622003785,-73.97656888,"(40.622003785, -73.97656888)"
367838301,12/30/2015,01:00:00,12/30/2015,07:30:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,,STREET,,,990755,165887,40.622003785,-73.97656888,"(40.622003785, -73.97656888)"
709690785,12/30/2015,01:00:00,12/30/2015,02:00:00,12/30/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,STATEN ISLAND,120,INSIDE,RESIDENCE - PUBLIC HOUSING,,RICHMOND TERRACE,959780,175052,40.647128347,-74.088181423,"(40.647128347, -74.088181423)"
625981518,12/30/2015,01:00:00,12/30/2015,01:30:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,106,FRONT OF,RESIDENCE-HOUSE,,,1037364,186410,40.67817802,-73.808510841,"(40.67817802, -73.808510841)"
523302340,12/30/2015,01:00:00,12/30/2015,13:30:00,12/30/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,FRONT OF,STREET,,,1010564,235263,40.812387417,-73.904940985,"(40.812387417, -73.904940985)"
800282750,12/30/2015,01:00:00,12/30/2015,18:06:00,12/30/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1024391,240319,40.826212693,-73.854960179,"(40.826212693, -73.854960179)"
396974428,12/30/2015,01:00:00,12/30/2015,01:15:00,12/30/2015,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,RESIDENCE - APT. HOUSE,,,991938,149953,40.578267232,-73.972325564,"(40.578267232, -73.972325564)"
164197225,12/30/2015,01:00:00,12/30/2015,11:00:00,12/30/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,62,,STREET,,,985735,167235,40.625706027,-73.994651821,"(40.625706027, -73.994651821)"
105316803,12/30/2015,00:55:00,,,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,79,INSIDE,RESIDENCE - PUBLIC HOUSING,,TOMPKINS,999849,193276,40.697169212,-73.943746775,"(40.697169212, -73.943746775)"
655203653,12/30/2015,00:45:00,12/30/2015,01:03:00,12/30/2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,STREET,,,1002162,249364,40.851111636,-73.935255912,"(40.851111636, -73.935255912)"
504135506,12/30/2015,00:45:00,12/30/2015,01:00:00,12/30/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,,,1014351,186040,40.677270619,-73.891480581,"(40.677270619, -73.891480581)"
641359615,12/30/2015,00:40:00,12/30/2015,00:50:00,12/30/2015,364,OTHER STATE LAWS (NON PENAL LA,809,TAX LAW,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,GROCERY/BODEGA,,,1010332,193099,40.696658703,-73.905942642,"(40.696658703, -73.905942642)"
245279645,12/30/2015,00:40:00,12/30/2015,00:45:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,INSIDE,GROCERY/BODEGA,,,990671,161914,40.611098783,-73.976875246,"(40.611098783, -73.976875246)"
894633191,12/30/2015,00:40:00,12/30/2015,02:00:00,12/30/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,RESTAURANT/DINER,,,985005,216305,40.760391917,-73.997276108,"(40.760391917, -73.997276108)"
863692379,12/30/2015,00:37:00,12/30/2015,00:42:00,12/30/2015,105,ROBBERY,380,"ROBBERY,CAR JACKING",ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,106,,STREET,,,1024070,182330,40.66704913,-73.856463376,"(40.66704913, -73.856463376)"
545527294,12/30/2015,00:30:00,12/30/2015,00:45:00,12/30/2015,359,OFFENSES AGAINST PUBLIC ADMINI,744,BAIL JUMPING 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,,STREET,,,1022223,212130,40.748851106,-73.86295314,"(40.748851106, -73.86295314)"
805223356,12/30/2015,00:30:00,,,12/30/2015,105,ROBBERY,367,"ROBBERY, CHAIN STORE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,CHAIN STORE,,,985366,212065,40.748754155,-73.995973702,"(40.748754155, -73.995973702)"
205468678,12/30/2015,00:30:00,12/30/2015,00:50:00,12/30/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1006356,236306,40.815261691,-73.920139123,"(40.815261691, -73.920139123)"
322739371,12/30/2015,00:30:00,,,12/30/2015,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,68,INSIDE,RESIDENCE - APT. HOUSE,,,975831,169695,40.632454332,-74.030333436,"(40.632454332, -74.030333436)"
595329695,12/30/2015,00:30:00,,,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1004163,251109,40.855896856,-73.928017825,"(40.855896856, -73.928017825)"
437831772,12/30/2015,00:28:00,12/30/2015,00:49:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,,,1013430,181149,40.663849009,-73.894822162,"(40.663849009, -73.894822162)"
501603388,12/30/2015,00:25:00,12/30/2015,00:31:00,12/30/2015,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,NYC PARKS,MANHATTAN,7,,PARK/PLAYGROUND,EAST RIVER PARK,,988832,200278,40.716400613,-73.983472614,"(40.716400613, -73.983472614)"
594407105,12/30/2015,00:23:00,,,12/30/2015,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,OPPOSITE OF,STREET,,,1020808,262493,40.887089188,-73.867785667,"(40.887089188, -73.867785667)"
634127918,12/30/2015,00:20:00,12/30/2015,00:25:00,12/30/2015,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,50,,STREET,,,1010107,260464,40.881558061,-73.906494738,"(40.881558061, -73.906494738)"
540390829,12/30/2015,00:20:00,12/30/2015,00:25:00,12/30/2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,FRONT OF,STREET,,,995122,171566,40.637587162,-73.96082876,"(40.637587162, -73.96082876)"
817638960,12/30/2015,00:16:00,12/30/2015,00:20:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,RESIDENCE - APT. HOUSE,,,989250,180623,40.662451925,-73.981979329,"(40.662451925, -73.981979329)"
745074829,12/30/2015,00:15:00,12/30/2015,00:15:00,12/30/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,63,INSIDE,RESIDENCE-HOUSE,,,1003401,167215,40.625630558,-73.931011218,"(40.625630558, -73.931011218)"
988483711,12/30/2015,00:15:00,12/30/2015,00:15:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,FRONT OF,RESIDENCE-HOUSE,,,1003501,167651,40.62682707,-73.930649732,"(40.62682707, -73.930649732)"
569376504,12/30/2015,00:06:00,12/30/2015,00:40:00,12/30/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,49,INSIDE,RESIDENCE - PUBLIC HOUSING,,PELHAM PARKWAY,1022486,252197,40.858822748,-73.861775773,"(40.858822748, -73.861775773)"
796110731,12/30/2015,00:05:00,12/30/2015,00:14:00,12/30/2015,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,,STREET,,,1025931,206343,40.732950551,-73.849606485,"(40.732950551, -73.849606485)"
149528528,12/30/2015,00:05:00,,,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,FRONT OF,RESIDENCE - APT. HOUSE,,,1044315,193135,40.696592115,-73.783390715,"(40.696592115, -73.783390715)"
846738788,12/30/2015,00:05:00,,,12/30/2015,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",ATTEMPTED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,989490,208748,40.739648336,-73.98109239,"(40.739648336, -73.98109239)"
548230664,12/30/2015,00:02:00,12/30/2015,00:04:00,12/30/2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,,STREET,,,979512,174464,40.645546954,-74.017074871,"(40.645546954, -74.017074871)"
986825920,12/30/2015,00:02:00,,,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,,,1058133,193696,40.69802735,-73.733553373,"(40.69802735, -73.733553373)"
